id,genre,track_name,artist_name,valence,energy
5pPlWW8ZfCKRChQYvASHGT,alt-rock,Car,Built To Spill,0.356,0.545
4E6YM4V7Kz6zpbiNsliwEl,alt-rock,Just Like Honey,The Jesus and Mary Chain,0.535,0.437
53XBXgtdqf1gmWMm3rqV27,alt-rock,Tribute,Tenacious D,0.422,0.767
1fvGs20dhb5eyiAurPO75y,alt-rock,Push And Shove,No Doubt,0.513,0.897
2daWGEfV5nmfEOb53S70Pi,alt-rock,Gone To The Movies,Semisonic,0.612,0.32
5zsFpdxEx1JxvMNN9afHor,alt-rock,Imagine,A Perfect Circle,0.178,0.476
2lwwrWVKdf3LR9lbbhnr6R,alt-rock,Float On,Modest Mouse,0.553,0.888
3RsjkOS5Dou8j3AM9ssgpy,alt-rock,Lazy Eye,Silversun Pickups,0.333,0.809
60IMjTxu5reUpuhuZcdgVA,alt-rock,Edge Of A Revolution,Nickelback,0.717,0.966
0cTJ3r2rK5XgHdndYHwLzn,alt-rock,I Wanna Take You Home,Nada Surf,0.45,0.788
4UXSYJDEgOlMX3MXVkaiyH,alt-rock,It's Only Life,The Shins,0.454,0.623
6S1X3oZV4NwJejOYOSz4uj,alt-rock,Father Of Mine,Everclear,0.837,0.944
3G0kzHUQGkhgWurrYEOQKd,alt-rock,Yesterday Once More,Various Artists,0.44,0.803
3dY333lAf3k3EfK7gtRsvs,alt-rock,Crash Landing,The Verve Pipe,0.27,0.578
0nNVR2iDM3eVzEgMi78vQm,alt-rock,Let Me Go,3 Doors Down,0.491,0.863
1kWja6NVaLZThMop9MYVDz,alternative,Wrong Way,Sublime,0.916,0.667
3G6hD9B2ZHOsgf4WfNu7X1,alternative,Team,Lorde,0.416,0.578
7oVEtyuv9NBmnytsCIsY5I,alternative,BURN IT DOWN,Linkin Park,0.585,0.972
1kUmkp42FTNSl5bZmjj5Xq,alternative,I'm a Mess,Body Language,0.772,0.592
1iTzI4NSQNLIETWDJ1WNWi,alternative,Machinehead,Bush,0.156,0.875
19K3lUMJmOdeuOBTrbLm19,alternative,Weekend Wars,MGMT,0.69,0.859
37CBHPCzV1rizPrxRUyR72,alternative,No You Girls,Franz Ferdinand,0.899,0.909
76aadnUFFANRNDs6L3aqxw,alternative,Through Glass,Stone Sour,0.434,0.753
3k9qjgu8zVKTEuJVJIYyc0,alternative,Just Breathe,Pearl Jam,0.302,0.349
2rPw8mIZPu987REVeDbrjt,alternative,Dangerous (feat. Joywave),Big Data,0.954,0.578
783qeLLLyhPR9HBIPL6MVf,alternative,I Can Talk,Two Door Cinema Club,0.641,0.774
7K2vo9oSUzFgmtIXNYegzP,alternative,Fire,Kasabian,0.166,0.74
11Z7DsmzTwKIEbSSnPwH1C,alternative,Knee Socks,Arctic Monkeys,0.587,0.542
2ZnnQ6teVXCuKPHDuooAlX,alternative,First Love Never Die,Soko,0.237,0.364
77c0xyUM14wHa0cEAR9BV0,alternative,Lisztomania,Phoenix,0.33,0.79
1HRThJebs60Dk6jAhpkwsm,alternative,Savior,Rise Against,0.466,0.932
0UrWr7Jnu1heq1o99ZwUd0,alternative,Youth of the Nation,P.O.D.,0.517,0.86
6DVcpS1ZYE6F15HXR42itt,alternative,Dance All Night,Free Energy,0.494,0.554
2rmoeBqloVIhg7Zb20n5Sq,alternative,Give It Away,Red Hot Chili Peppers,0.781,0.989
7q4MJZSiqPC16dbhQWxugv,alternative,Cape Cod Kwassa Kwassa,Vampire Weekend,0.794,0.518
6U5hUX40OWY6l0HaPUWElZ,alternative,Banquet,Bloc Party,0.856,0.939
5op53ANI4exiWqFHKuwWxd,alternative,The World At Large,Modest Mouse,0.249,0.477
1ujkNl9ASh78Y6WbmWDGG4,alternative,Love Run Dry,Owl Eyes,0.52,0.674
2takcwOaAZWiXQijPHIx7B,alternative,Time is Running Out,Muse,0.428,0.842
37LoKuV4PWzrtFicRNldtw,alternative,In the Yard,Bowerbirds,0.239,0.496
1SCHyoGvd11GpbPw6z01Gt,ambient,Photosynthesis,Carbon Based Lifeforms,0.0347,0.626
6djRBKQoWVHgnFZNFP7dtd,ambient,Lost,Hecq,0.613,0.15
3szv1wBCcMXFx7GdPNm721,ambient,The Last Door,Brian Eno,0.0632,0.0676
4I7pO04IarBBQAcqRMcWhz,ambient,Freeze-frames,Biosphere,0.135,0.331
2rptpw6hQQ8YewzB2hKOrj,ambient,Star 6 & 7 8 9,The Orb,0.872,0.389
0gch6AYwzLRfoJWci08vsp,ambient,An Ocean and Peril,The Black Atlantic,0.0839,0.127
4zcgiC2Vw4su0U6QOCGCMO,ambient,Amateur Cartography,Obfusc,0.0372,0.347
7ixlvVphewtUP008zLJLJY,ambient,Tear-blind Eyes,Various Artists,0.0371,0.0772
7ec0sstNnjy5EPug76BJHs,ambient,Ascension,Tycho,0.139,0.536
7zjWtWDCNgeXSY78nLzBQJ,ambient,Digging Shelters,Neil Halstead,0.279,0.274
5mdtWRxSVzwu3M1pQrSVOP,ambient,And Then So Clear,Various Artists,0.0349,0.192
7whKNTYukx5k5Iq89Xb1K4,ambient,Candles,Jon Hopkins,0.0603,0.148
1EKk6Xvei9N9scaQcrax2S,ambient,The World Is Our ___,This Will Destroy You,0.0393,0.645
4ZEVoBaSKdJfpeunWmyQfs,ambient,Proton/Electron,Carbon Based Lifeforms,0.299,0.55
07KSkoLU9YJZtURfvJBuRl,ambient,PBS,Tycho,0.353,0.579
660j84jp8ljIwLFiAFprlb,ambient,Another Green World - Remastered 2004,Brian Eno,0.458,0.00383
2Gx9hoFSvLApiHdZcR9yuB,ambient,From Trunch to Stromness,Ott,0.187,0.658
1L37SbwQb40SvA8hyKicDZ,ambient,Sequor,Sync24,0.0313,0.252
5bC3Il3VS5ckuFuZ9BlbaG,ambient,Last Walk Around Mirror Lake - Boards of Canada Remix,Boom Bip,0.0699,0.568
6Uv5cYYxDwVRb8PVHGdXcN,ambient,Final Sunset - 2005 Digital Remaster,Brian Eno,0.0372,0.174
5Jh2I2mcYTvTse5THWSKq3,ambient,Fromme,Loscil,0.232,0.407
3fzkfWvzatwTpf9OHg7SlA,ambient,Smalltown Boy - Flatliners Remix,Various Artists,0.303,0.542
2pQV1J8zokISM1Ew5uSGI1,ambient,Immunity,Jon Hopkins,0.0594,0.305
1arBwH3cCITd3MRAr2sn4d,ambient,"My Dove, My Lamb",Phosphorescent,0.104,0.326
54Op4kBfJ00NABAz2ZDYCn,ambient,Phase 07 - Forgotten,Solar Fields,0.0997,0.076
2WAh0ViRAtzn8QRIcQtdUr,anime,MEMORIA,Eir Aoi,0.428,0.825
5EYwYPNoROh0CPxTML5iLj,anime,pastel,ClariS,0.932,0.95
25URYSJ4i9cahTNJYVEpqv,anime,夢は終わらない~こぼれ落ちる時の雫~,後ろから這いより隊,0.589,0.881
683BwxNnoUdR610Rqlq1NJ,anime,ハートリアライズ,Tia,0.277,0.952
3L6AKNglnFazp3MwcBcVot,anime,もしも毎日がクリスマスだったら,i☆Ris,0.467,0.917
0778RbpXNGP5BzIUIZiVrm,anime,幻想ドライブ,Ami Wajima,0.502,0.951
3m5o3tt0Gv6H2QaQmXQ9zH,anime,紙ひこうき風になった,はなこ&ヒバリ(CV.花守ゆみり&白石晴香),0.307,0.195
445tIIA7LX9d3bLKhzaNAQ,anime,Dreamin',ClariS,0.796,0.896
2xqXT8u1gPO4qHIwJWuXaZ,anime,手遅れ,EGOIST,0.434,0.638
3q6Rqbhv4ta78QwrMKA5dX,anime,7 Girls War,"Wake Up, Girls!",0.464,0.924
4zcnAS6PFjilx4tBpAngOr,anime,Door,Kalafina,0.144,0.391
1eT6eSITAnHijL5JobbOvq,anime,Mach 1.67,Wataru Hatano,0.863,0.891
3kjsitsCuMB2RCDWSUtA10,anime,IN MY WORLD,ROOKiEZ is PUNK'D,0.707,0.98
5vUeRqUTdBvN28UqyDahcb,anime,花雪,チーム“ハナヤマタ”,0.546,0.947
1dCwbGSB5bGGQKG4k04sog,anime,enigmatic karma,Eir Aoi,0.535,0.957
1laHJ457JTQoyEDlbxoDX9,anime,with you,ClariS,0.67,0.972
1NKCuVawC3qndFGIAHY6cP,anime,Magia instrumental,Kalafina,0.276,0.748
0IH3xG9PblQQcWNxk6dtIL,anime,Variable Future,D-selections,0.537,0.984
4kQXQMJrlKBUFwX0S6JW4S,anime,運命の女神 - Team. S ver.,"Wake Up, Girls!",0.882,0.949
1Kb08Fv8MxNkOzWzXmx7n8,anime,Beyond the Bottom,"Wake Up, Girls!",0.311,0.838
0HXsRF8CHKjCrsqecfSmRR,anime,きっとエンゲージ,Various Artists,0.791,0.943
06ez1Z9FpHmEJEVLt5MXq9,anime,MAGUS MODE - TRINITY FORM,Technoboys Pulcraft Green-Fund,0.757,0.894
5TauZYNygOf7NIU0m6lo03,anime,Boyfriend,Prism☆Box,0.778,0.884
3MZfGe0rYwmd5XS0nkaETN,anime,春想の街,Mashiro Ayano,0.52,0.829
4tfOTcqoFPPN4rEJiPMTfx,anime,夢の終わり,Eir Aoi,0.331,0.605
2OkbBp01rfmvHx6S0s5hoc,black-metal,An Eternal Kingdom of Fire,Judas Iscariot,0.0374,0.963
2AE8mnnGRhIh9JB4icKMAM,black-metal,Sworn - Revamped by Ulver,Emperor,0.0385,0.998
3vrxTCAEKTKQ4vCGJfOEI1,black-metal,Nexion 218,Dissection,0.18,0.717
1m09qMhjcjpo4mz4RF3Inv,black-metal,Allehelgens Dod I Helveds Rike,Dimmu Borgir,0.0609,0.974
1SYdbWsp7Yd4E18W1mFsCc,black-metal,A New Enemy,Satyricon,0.28,0.984
2WyRshbKvu52Guo51xBjTf,black-metal,Sculptor Of Flesh,1349,0.0365,0.997
2K5ogjsR8cNDvRDrS3JKjv,black-metal,The Source of Icon E,Emperor,0.0386,0.928
4rN6FwvfTuU7dr8SPPDVK1,black-metal,Chosen By No One,Nachtmystium,0.0721,0.973
5nCnSnLtotQ8eB4E189U91,black-metal,Withstand The Fall Of Time,Immortal,0.0567,0.964
28OXZfDWa98u6KBjWQ9ix5,black-metal,Damnation's Gold,Marduk,0.0729,0.947
6AYSic7pY5PT7Qj0YtaQOX,black-metal,Path to Vanir,Enslaved,0.235,0.799
1JdKvqbpsthueWmwmqRPbb,black-metal,Vinterriket,Gehenna,0.191,0.942
7h7kkv1WbYXkdfWfanpxhW,black-metal,Over Bleknede Blaner Til Dommedag,Dimmu Borgir,0.206,0.874
4INEr5WJcgr9GaQxUDfgRL,black-metal,Her Ghost In The Fog,Cradle Of Filth,0.0381,0.996
690ATE31iP60aAO0J9PvW4,black-metal,The Wanderer - Instrumental,Emperor,0.0395,0.608
1BwRPnTsftLcRhvavIlfqX,black-metal,"Ea, Lord of the Depths",Burzum,0.146,0.897
5siwqJepQkbKKaAmLRveYY,black-metal,Retribution - Storm Of The Light's Bane,Dissection,0.223,0.993
4XlMs3IHQPwMVMNJW9s25x,black-metal,The Longing,Windir,0.0979,0.991
71dQKp5kTyFdIjINrBBJI9,black-metal,Gilded Cunt,Cradle Of Filth,0.189,0.986
7HGxJ1IIC9tDcjI30Nr8da,black-metal,The Sighting Is a Portent of Doom,Carach Angren,0.0713,0.889
4Jdx6MqcIAxSrjylSyNidF,black-metal,The Majesty Of The Night Sky,Emperor,0.0349,0.939
0OPEvuRtum3XY6r5ZCqXTc,black-metal,Manannan,Absu,0.0355,0.998
1iOCpO6tlqnrgMOG9epX8z,black-metal,Hordalands Doedskvad part I,Taake,0.132,0.907
6lzh46DPMIz4hb5DM8GCvF,black-metal,Frostdemonstorm,Immortal,0.0382,0.941
0CD0AWrX4rR0HuBAiEHHBW,black-metal,Tuistos Herz,Burzum,0.0356,0.305
6SOiQn7D7sC2VbdvhsTaop,bluegrass,Another Man Done Gone,Carolina Chocolate Drops,0.19,0.0595
4NgHCEYBTA4ZzYa2tzOYyy,bluegrass,Watch 'At Breakdown,Chris Thile,0.559,0.47
6SLKXwEugtOfEeNWDPJpiw,bluegrass,I Should’ve Known Better,Nickel Creek,0.69,0.302
1BSZUL1N39JVL3oSu9VwyY,bluegrass,Freddie's Lilt,Steve Martin,0.42,0.493
44SdHsZfO8c0hyKfTijCeN,bluegrass,Death Trip,Yonder Mountain String Band,0.738,0.91
2v6LE3dLWewrqerYp7CxdK,bluegrass,You Got The Silver,Crooked Still,0.492,0.422
7KZ5GAoYklpIHQrs9WV60H,bluegrass,Hear The Willow Cry,The Steeldrivers,0.902,0.589
71WSwVBhRVvGAdd3zYWIT5,bluegrass,Get Along Stray Dog,Steve Martin,0.803,0.622
3OxFbAtclbOQKshBj8qKqx,bluegrass,Kentucky Waltz,Bill Monroe & His Blue Grass Boys,0.464,0.322
1itPoTMdryCStxmSrZXeSN,bluegrass,How's The World Treating You,Alison Krauss,0.273,0.257
3dQfMd0TxVHRnFeaudSmSL,bluegrass,Where Are You Now (Bonus Track),Mumford & Sons,0.129,0.346
0Szig4psER1ESRarCgahmn,bluegrass,Cornbread and Butterbeans,Carolina Chocolate Drops,0.793,0.454
1pwfHw2L5A0PEu6abzl4rp,bluegrass,Paper Airplane,Alison Krauss & Union Station,0.23,0.304
2llzNTOvPi4dTykt38GuwT,bluegrass,This Is a Call,Pickin' On Series,0.798,0.551
19Pwe795pS5bS2Jr57gHK3,bluegrass,Fishin' in the Dark,Nitty Gritty Dirt Band,0.906,0.283
2X59UcLJuLCPXW7YrOek7X,bluegrass,Dreams,Yonder Mountain String Band,0.396,0.446
5rbB234M0EaapxiDqOUyby,bluegrass,Eveline,Nickel Creek,0.0866,0.283
0pEGMW8o4oCCD8yVN39yZj,bluegrass,1952 Vincent Black Lightning,The Del McCoury Band,0.721,0.537
49vX8hnlY20LeaQoAEQgVp,bluegrass,Miles To Go,Alison Krauss & Union Station,0.52,0.478
5n17C5MBpom8mnUgVMc7mS,bluegrass,Dream On,Pickin' On Series,0.212,0.397
5VCXVVuY40yIR9g5RNqhRo,bluegrass,Jerusalem Ridge,Tony Rice,0.952,0.786
20TaREs9O69cWOp235J99v,bluegrass,The Parting Glass,The Wailin' Jennys,0.156,0.00932
03gGMYDqet60MCJjjvfFUN,bluegrass,Uncle Pen,Bill Monroe & His Blue Grass Boys,0.8,0.451
35tzV4obq7W6oOWjpDmbAG,bluegrass,Good Corn Liquor,The Steeldrivers,0.888,0.723
6x76kqGP3y8PIoaFEhSXEu,bluegrass,The Greatest Hustler Of All,Old Crow Medicine Show,0.239,0.183
1qxvyvIFtWiV3QNkv17z10,blues,Six Cold Feet,Hugh Laurie,0.368,0.461
62QInSlXQI11BR9ycVWjd6,blues,I Can't Quit You Baby - 1990 Remaster,Led Zeppelin,0.498,0.434
5L776AnMdlt2SFntVhlZ4d,blues,Sloe Gin - Live From The Royal Albert Hall,Joe Bonamassa,0.219,0.373
6b2LoVqy6UG3jCtfDVLe9Y,blues,High Priced Woman,John Lee Hooker,0.505,0.518
1gZD82lFDo2UzLoSQJZzAG,blues,Last Fair Deal Gone Down,Robert Johnson,0.806,0.0963
5sJspQ16H1ro4SQJpJ7eVP,blues,Hey! Bo Diddley,Bo Diddley,0.473,0.962
4c15DmbPf9g3HNPipLBBu0,blues,I'm Not the One,The Black Keys,0.474,0.406
5plqZ0v9oNxmu6l7w3mBN6,blues,Never Go West,Seasick Steve,0.411,0.718
2LcV5dZWN47XVCVZ1dFwfQ,blues,You Never Can Tell - 1964 Single Version / Mono,Chuck Berry,0.929,0.837
4VSRpqVJn9dnBRMX342il4,blues,Don't Answer The Door,B.B. King,0.255,0.519
4LloVtxNZpeh7q7xdi1DQc,blues,"Free Fallin' - Live at the Nokia Theatre, Los Angeles, CA - December 2007",John Mayer,0.435,0.296
0MRBYaGjqFt5m5n3auypy4,blues,Baby Won't You Please Come Home,Bessie Smith,0.491,0.0605
6T8qnBbc2rxlWLiweD1e5M,blues,Blue Ridge Mountains,Fleet Foxes,0.272,0.446
4dJUUGPKyXf1kz7Y3neSmp,blues,My Home (Blue Eyes),Seasick Steve,0.741,0.678
3DcSOuSNn5yfHboPDa7kgh,blues,Lonely Avenue - 2005 Remaster,Ray Charles,0.623,0.277
4hf4tcEZy6LIh83wksUgWn,blues,Baby Please Don’t Go,Muddy Waters & John Lee Hooker,0.749,0.395
1sf0AJJaXd1ZBlC2DoXsBx,blues,Mustang Sally (feat. Jeff Beck),Buddy Guy,0.793,0.86
4GVVHxJJKPlP25E2074x7p,blues,Malted Milk,Robert Johnson,0.826,0.0528
5hlooc5dofHc45XbMYwCTl,blues,So Many Roads - Live From The Royal Albert Hall,Joe Bonamassa,0.634,0.729
46YpQu1HB7pdKYgrzz9KOZ,blues,I Didn't Know,Howlin' Wolf,0.761,0.856
13Uhx1f7emflh1XHhDnNst,blues,Rolling Stone - Remastered,Muddy Waters,0.353,0.0293
3D7LMAS2AtiHjEVvGqyMDz,blues,Little Red Rooster,The Rolling Stones,0.691,0.444
0dctFolLOGtoeTN2uzD3qV,blues,Bold as Love,Jimi Hendrix,0.596,0.702
57460SJgSpCXaRJ9YIYHxy,blues,Going Up The Country,Canned Heat,0.765,0.239
50yVEqOnLHtRTHWq3PWBuZ,blues,Mary Had a Little Lamb,Stevie Ray Vaughan,0.921,0.547
02CPTzD7WKjKplja2gXfV7,bossanova,É Preciso Perdoar,Bossacucanova,0.732,0.89
5QwyLOcSdLOeNjKs3EHc2P,bossanova,Ternamente,Bossa Jazz Trio,0.162,0.381
4l5gY5slYSwcDTeLgwNN3d,bossanova,Maria Ninguém (Maria Nobody),Carlos Lyra,0.482,0.178
5qrRLig8khTNaXxoU9h31l,bossanova,Samba de Verão,Various Artists,0.846,0.634
2q2zY86Y2PXHDeM3Kz2BkY,bossanova,Chega De Saudade,Toquinho,0.763,0.627
5vxyNj8kTdUQkOU3KEXT1z,bossanova,Ficar,Bossacucanova,0.737,0.726
5kmNKqfAjfIsMEvkajDLkP,bossanova,Ela É Carioca,Marcos Valle,0.628,0.316
5sanom0yL4NAd26HvShw7r,bossanova,Close to you,Bebel Gilberto,0.26,0.353
3j00vK1c1OAf9V3sT7soSv,bossanova,Aula de Matemática,Miúcha,0.501,0.389
4K3TwoLkMCaptrOc5bTcY3,bossanova,Tenha Pena de Mim,Elza Soares,0.914,0.578
2geg9d8MWE8Gi0Sraec52p,bossanova,Rio de Inspiração,Bossacucanova,0.745,0.526
17Whv73WwASHSrlI1mu3lc,bossanova,Só Danço Samba / o Pato,Various Artists,0.78,0.595
34qsj3eFSrApDeLxeZfW2D,bossanova,A Bênção Bahia/Tarde Em Itapoã/Tatamirô/Meu Pai Oxalá/Canto De Oxum/Maria Vai Com As Outras/A Bênção Bahia,Vinícius de Moraes,0.711,0.512
1cgApuOOH2gxgT7d5vIKMV,bossanova,Pedro Brasil,Rosa Passos,0.684,0.467
3pwM2q78uzDxjVDMPBYDwg,bossanova,Bye Bye Brasil,Chico Buarque,0.475,0.367
01bTsmrIaLeFFNMt1J6Dx9,bossanova,Maldade,Maysa,0.519,0.615
3QP4cdemX0QJ820UBGn54u,bossanova,Brigas Nunca Mais,Joao Gilberto & Astrud Gilberto,0.686,0.175
4yWskOmz9dMfpnRvhO5I33,bossanova,O Barquinho,Eddy Palermo,0.551,0.528
5DhPzSIi0HHZNJOOwIy3Xn,bossanova,Doce Menestrel,Rosa Passos,0.188,0.171
1JJd5BIWyuoTN5rsa2G58H,bossanova,Amor de Nada,Marcos Valle,0.68,0.495
6NyZAxUsY1PM5Riwv2wHoO,bossanova,Turma do Funil (No Baixo Leblon) (feat. Chico Buarque),Miúcha,0.782,0.618
1ObH19JOulLss7mZICYZvq,bossanova,Chora Tua Tristeza,Maysa,0.483,0.369
0fUBBvaPWUhgaqCV5QKAPp,bossanova,Solidao,Maysa,0.287,0.217
7tKo2fr1Muzpvps7vLi6C5,bossanova,Cade Voce? - Instr.,Bebel Gilberto,0.595,0.65
3MqeSdThipdhFIgkH7w2ST,bossanova,Moça Flor,Marcos Valle,0.121,0.26
0UtoASDXmEeZklHfKlqz8s,brazil,Velha e Louca,Mallu Magalhães,0.719,0.424
0EX0wy0g1amU55KWD9Kovf,brazil,Tardei,Rodrigo Amarante,0.299,0.187
4aMBthyrceSKD9omq25HgA,brazil,Só os Loucos Sabem,Various Artists,0.57,0.396
0HbETqD1NfatN78USacrJP,brazil,Chega de Saudade,João Gilberto,0.647,0.242
265UWKABWdpx65MsMCepS8,brazil,"Amor, Amor",Wanessa Camargo,0.525,0.863
7HlfWAXopQ3Guq7bn88LCX,brazil,Por Enquanto,Cássia Eller,0.279,0.327
1NsKsCNMbK8Impt7oSB2jM,brazil,Andei Só,Natiruts,0.802,0.518
4lqJizVlijumu0Jn7dXnbC,brazil,Gostava Tanto De Você,Tim Maia,0.862,0.945
7IlN4RrC4oILrQJ1xsBM3f,brazil,Hoje Eu Quero Sair Só,Lenine,0.699,0.597
5vdH3ZOmnmvCtLbfNpJBgb,brazil,Depois,Marisa Monte,0.435,0.564
0FcYoRbrZ9eR2bc5nw6feN,brazil,Toda Forma De Poder,Engenheiros Do Hawaii,0.593,0.947
5ruFO5Cbjvljsh3ItsDmp8,brazil,Keep Me In Mind,Little Joy,0.963,0.709
2pvA8uzxL6JDreXscajgON,brazil,Mas Que Nada,Sérgio Mendes,0.882,0.88
3KYlOzxN5xO7eEauO1VF06,brazil,Velha Infancia - 2004 Digital Remaster;,Tribalistas,0.574,0.596
3pSTUZbp7J5jg2JHChTf21,brazil,A Menina Dança,Novos Baianos,0.91,0.677
